HH2406T,09,143,District - Aligarh,Rural,Near the premises,"  1,304 ",  287 ,  187 ,  22 ,  7 ,  781 ,  5 ,  1 ,  -   ,  -   ,  14 
HH2406T,09,143,District - Aligarh,Rural,Away,  552 ,  87 ,  92 ,  11 ,  -   ,  319 ,  1 ,  -   ,  1 ,  -   ,  41 
HH2406T,09,143,District - Aligarh,Urban,Total,"  5,361 ","  2,169 ",  692 ,  28 ,  3 ,"  1,416 ",  907 ,  1 ,  1 ,  39 ,  105 
HH2406T,09,143,District - Aligarh,Urban,Within the premises,"  3,565 ","  1,791 ",  282 ,  20 ,  3 ,  635 ,  834 ,  -   ,  -   ,  -   ,  -   
HH2406T,09,143,District - Aligarh,Urban,Near the premises,"  1,419 ",  291 ,  381 ,  6 ,  -   ,  621 ,  67 ,  1 ,  -   ,  16 ,  36 
HH2406T,09,143,District - Aligarh,Urban,Away,  377 ,  87 ,  29 ,  2 ,  -   ,  160 ,  6 ,  -   ,  1 ,  23 ,  69 
HH2406T,09,144,District - Mahamaya Nagar,Total,Total,"  2,516 ",  828 ,  156 ,  26 ,  9 ,"  1,288 ",  159 ,  -   ,  -   ,  2 ,  48 
HH2406T,09,144,District - Mahamaya Nagar,Total,Within the premises,"  1,020 ",  430 ,  35 ,  5 ,  4 ,  403 ,  143 ,  -   ,  -   ,  -   ,  -   
HH2406T,09,144,District - Mahamaya Nagar,Total,Near the premises,"  1,087 ",  319 ,  90 ,  15 ,  5 ,  635 ,  8 ,  -   ,  -   ,  2 ,  13 
HH2406T,09,144,District - Mahamaya Nagar,Total,Away,  409 ,  79 ,  31 ,  6 ,  -   ,  250 ,  8 ,  -   ,  -   ,  -   ,  35 
HH2406T,09,144,District - Mahamaya Nagar,Rural,Total,"  1,834 ",  498 ,  135 ,  23 ,  6 ,"  1,088 ",  40 ,  -   ,  -   ,  -   ,  44 
